	English	Arabic	time/m.s
444	"“Put it on, put it on,” said the other. “Call wine, wine; and finish there.” With that advice, he wiped his soiled hand upon the joker’s dress, such as it was–quite deliberately, as having dirtied the hand on his account; and then recrossed the road and entered the wine-shop.
"	"[{'translation_text': 'قال الآخر: ""ضعه على، ضعه على،"": ""أدعو النبيذ، النبيذ؛ وأنهيه هناك"". وبهذه النصيحة، مسح يده المتربة على فستان الجوكر، كما كان عليه الحال في الماضي، عمداً، لأنه لطخ اليد على حسابه؛ ثم عبر الطريق مرة أخرى ودخل محل بيع النبيذ.'}]"	2.15
445	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.25
446	"This wine-shop keeper was a bull-necked, martial-looking man of thirty, and he should have been of a hot temperament, for, although it was a bitter day, he wore no coat, but carried one slung over his shoulder. His shirt-sleeves were rolled up, too, and his brown arms were bare to the elbows. Neither did he wear anything more on his head than his own crisply-curling short dark hair. He was a dark man altogether, with good eyes and a good bold breadth between them. Good-humoured looking on the whole, but implacable-looking, too; evidently a man of a strong resolution and a set purpose; a man not desirable to be met, rushing down a narrow pass with a gulf on either side, for nothing would turn the man.
"	[{'translation_text': 'كان صاحب محل النبيذ هذا رجلاً في الثلاثين من عمره منحرفاً منحرفاً من الناحية العسكرية، وكان ينبغي له أن يكون في مزاج حار، لأنه بالرغم من أنه كان يوماً مريراً، لم يكن يرتدي معطفاً، ولكنه حمل معطفاً واحداً على كتفه. وكانت أكمامه قميصه ملفوفة أيضاً، وذراعاه البنيتان كانتا عاريتين إلى مرفقيه. كما أنه لم يرتدي أي شيء على رأسه أكثر من شعره القصير الداكن الذي يزخر به، وكان رجلاً أسوداً تماماً، بعينين جيدتين وعرضاً جريئاً جيداً بينهما. وكان حسن السمعة ينظر إلى كل شيء، ولكنه وسيم النظر أيضاً؛ من الواضح أنه رجل ذو قرار قوي وهدف ثابت؛ رجل غير مرغوب في أن يلتقي، يسرع إلى أسفل ممر ضيق على أي جانب من الجانبين، لأنه لا شيء من شأنه أن يحوّل الرجل.'}]	5.76
447	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.28
448	"Madame Defarge, his wife, sat in the shop behind the counter as he came in. Madame Defarge was a stout woman of about his own age, with a watchful eye that seldom seemed to look at anything, a large hand heavily ringed, a steady face, strong features, and great composure of manner. There was a character about Madame Defarge, from which one might have predicated that she did not often make mistakes against herself in any of the reckonings over which she presided. Madame Defarge being sensitive to cold, was wrapped in fur, and had a quantity of bright shawl twined about her head, though not to the concealment of her large earrings. Her knitting was before her, but she had laid it down to pick her teeth with a toothpick. Thus engaged, with her right elbow supported by her left hand, Madame Defarge said nothing when her lord came in, but coughed just one grain of cough. This, in combination with the lifting of her darkly defined eyebrows over her toothpick by the breadth of a line, suggested to her husband that he would do well to look round the shop among the customers, for any new customer who had dropped in while he stepped over the way.
"	[{'translation_text': 'وجلست زوجته في المحل خلف المنضدة كما جاء إليها، وكانت السيدة ديفارج امرأة عابثة من سنه، وعينها المراقبة التي نادراً ما تبدو وكأنها تنظر إلى أي شيء، ويداً كبيرة محلقة، وجه ثابت، ومميزات قوية، وسرعة كبيرة من الأسلوب. كان هناك شخصية عن السيدة ديفارج، التي كان من الممكن أن يكون من بينها أنها لم ترتكب أخطاء ضد نفسها في كثير من الأحيان في أي من الحسابات التي ترأستها. السيدة ديفارج، نظراً لحساسيتها للبرد، كانت ملفوفة في الفراء، وكان لديها كمية من الشابل المضيء المضيء'}]	9.28
449	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.24
450	"The wine-shop keeper accordingly rolled his eyes about, until they rested upon an elderly gentleman and a young lady, who were seated in a corner. Other company were there: two playing cards, two playing dominoes, three standing by the counter lengthening out a short supply of wine. As he passed behind the counter, he took notice that the elderly gentleman said in a look to the young lady, “This is our man.”
"	"[{'translation_text': 'ومن ثم، كان صاحب محل بيع النبيذ يلتف حول عينيه، إلى أن ارتكزا على رجل مسن وسيدة شابة كانت جالسة في الزاوية. وكانت الشركة الأخرى هناك: ورقتان للعب، ورقتان للعب الدومينو، وثلاثة يقفان بجانب العدّاد، ممدداً كمية قليلة من النبيذ. وعندما مر وراء المنضدة، لاحظ أن الرجل المسن قال في نظرة إلى السيدة الشابة: ""هذا هو رجلنا"".'}]"	2.61
451	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.23
452	"“What the devil do YOU do in that galley there?” said Monsieur Defarge to himself; “I don’t know you.”
"	"[{'translation_text': '""ماذا تفعل الشيطان في ذلك الردهة هناك؟"" قال السيد ديفارغ لنفسه: ""أنا لا أعرفك"".'}]"	0.69
453	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.24
454	"But, he feigned not to notice the two strangers, and fell into discourse with the triumvirate of customers who were drinking at the counter.
"	[{'translation_text': 'لكنّه تظاهر بعدم ملاحظة الغريبين ووقع في حوار مع ثالوث الزبائن الذين كانوا يشربون في المنضدة.'}]	0.75
455	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.26
456	"“How goes it, Jacques?” said one of these three to Monsieur Defarge. “Is all the spilt wine swallowed?”
"	"[{'translation_text': 'وقال أحد هؤلاء الثلاثة للسيد ديفارج: ""هل ابتلعت جميع النبيذ المسكوب؟""'}]"	0.72
457	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.23
458	"“Every drop, Jacques,” answered Monsieur Defarge.
"	"[{'translation_text': '""كل قطرة، جاك،"" أجاب السيد ديفارج.'}]"	0.52
459	"
"	[{'translation_text': 'ألف - الوظائف الممولة من الميزانية العادية'}]	0.27
460	"When this interchange of Christian name was effected, Madame Defarge, picking her teeth with her toothpick, coughed another grain of cough, and raised her eyebrows by the breadth of another line.
"	[{'translation_text': 'وعندما جرى هذا التبادل للاسم المسيحي ، التقطت السيدة ديفارج اسنانها بعصا اسنانها ، سعلت حبة سعال اخرى ، ورفعت حاجبيها بعرض خط آخر .'}]	1.26
